Usuario,Ordenador,ID,Tipo de sesión,Grupo,Inicio,Final,Duración,Moneda,Tarifa,Facturación,Notas
"MDC - CAD/CAM","Sin nombre","751839657","Control remoto","Dispositivos sin nombre","2025-08-04 13:02","2025-08-04 13:42","41","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","751839657","Control remoto","Dispositivos sin nombre","2025-08-04 12:23","2025-08-04 12:34","12","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","142655945","Control remoto","Dispositivos sin nombre","2025-08-04 10:34","2025-08-04 12:31","118","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","528288615","Control remoto","Dispositivos sin nombre","2025-08-03 21:52","2025-08-03 21:52","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1206026733","Control remoto","Dispositivos sin nombre","2025-08-01 18:46","2025-08-01 19:28","42","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1467400547","Control remoto","Dispositivos sin nombre","2025-08-01 18:32","2025-08-01 19:27","56","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1467400547","Control remoto","Dispositivos sin nombre","2025-08-01 18:24","2025-08-01 18:28","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","751839657","Control remoto","Dispositivos sin nombre","2025-08-01 18:20","2025-08-01 18:50","31","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1347826534","Control remoto","Dispositivos sin nombre","2025-08-01 18:10","2025-08-01 18:36","26","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1530430974","Control remoto","Dispositivos sin nombre","2025-08-01 17:53","2025-08-01 18:01","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1078923502","Control remoto","Dispositivos sin nombre","2025-08-01 17:22","2025-08-01 17:37","16","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","751839657","Control remoto","Dispositivos sin nombre","2025-08-01 16:00","2025-08-01 16:33","34","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","751839657","Control remoto","Dispositivos sin nombre","2025-08-01 10:58","2025-08-01 11:06","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1126017702","Control remoto","Dispositivos sin nombre","2025-07-31 18:15","2025-07-31 18:26","12","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","616877564","Control remoto","Dispositivos sin nombre","2025-07-31 16:11","2025-07-31 17:08","57","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","382394530","Control remoto","Dispositivos sin nombre","2025-07-31 14:15","2025-07-31 14:20","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","382394530","Control remoto","Dispositivos sin nombre","2025-07-31 14:05","2025-07-31 14:14","10","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","382394530","Control remoto","Dispositivos sin nombre","2025-07-31 13:10","2025-07-31 14:04","54","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","211214249","Control remoto","Dispositivos sin nombre","2025-07-31 12:45","2025-07-31 18:04","319","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","211214249","Control remoto","Dispositivos sin nombre","2025-07-31 12:31","2025-07-31 12:44","13","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1439813438","Control remoto","Dispositivos sin nombre","2025-07-31 11:50","2025-07-31 11:50","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1439813438","Control remoto","Dispositivos sin nombre","2025-07-31 11:50","2025-07-31 13:09","80","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","751839657","Control remoto","Dispositivos sin nombre","2025-07-31 11:40","2025-07-31 12:15","35","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","637578801","Control remoto","Dispositivos sin nombre","2025-07-31 10:46","2025-07-31 17:31","406","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","637578801","Control remoto","Dispositivos sin nombre","2025-07-31 10:16","2025-07-31 10:41","25","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1439813438","Control remoto","Dispositivos sin nombre","2025-07-31 09:24","2025-07-31 09:35","12","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","637578801","Control remoto","Dispositivos sin nombre","2025-07-31 09:14","2025-07-31 10:04","50","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1540130886","Control remoto","Dispositivos sin nombre","2025-07-30 17:29","2025-07-30 18:04","36","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1748562700","Control remoto","Dispositivos sin nombre","2025-07-30 16:40","2025-07-30 17:02","22","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1748562700","Control remoto","Dispositivos sin nombre","2025-07-30 16:36","2025-07-30 16:40","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1540130886","Control remoto","Dispositivos sin nombre","2025-07-30 14:27","2025-07-30 16:11","104","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1540130886","Control remoto","Dispositivos sin nombre","2025-07-30 13:22","2025-07-30 13:33","11","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","173518924","Control remoto","Dispositivos sin nombre","2025-07-30 13:21","2025-07-30 13:56","35","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1039815623","Control remoto","Dispositivos sin nombre","2025-07-30 13:06","2025-07-30 13:08","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1171656687","Control remoto","Dispositivos sin nombre","2025-07-30 12:08","2025-07-30 17:28","320","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1039815623","Control remoto","Dispositivos sin nombre","2025-07-30 11:44","2025-07-30 11:57","13","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","482117385","Control remoto","Dispositivos sin nombre","2025-07-30 11:13","2025-07-30 11:43","31","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1034997370","Control remoto","Dispositivos sin nombre","2025-07-30 08:21","2025-07-30 08:30","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","382394530","Control remoto","Dispositivos sin nombre","2025-07-29 20:54","2025-07-29 21:06","12","None","0,00","Factura",""
"MDC - CAD/CAM","Gamer","1678763520","Control remoto","MDC","2025-07-29 16:32","2025-07-29 16:33","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1540130886","Control remoto","Dispositivos sin nombre","2025-07-29 16:20","2025-07-29 18:03","104","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1039815623","Control remoto","Dispositivos sin nombre","2025-07-29 16:13","2025-07-29 16:17","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","211214249","Control remoto","Dispositivos sin nombre","2025-07-29 15:48","2025-07-29 18:08","140","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1039815623","Control remoto","Dispositivos sin nombre","2025-07-29 15:32","2025-07-29 15:44","13","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","211214249","Control remoto","Dispositivos sin nombre","2025-07-29 15:17","2025-07-29 15:34","17","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","211214249","Control remoto","Dispositivos sin nombre","2025-07-29 14:52","2025-07-29 15:15","23","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","211214249","Control remoto","Dispositivos sin nombre","2025-07-29 14:39","2025-07-29 14:49","11","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","211214249","Control remoto","Dispositivos sin nombre","2025-07-29 14:33","2025-07-29 14:37","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","211214249","Control remoto","Dispositivos sin nombre","2025-07-29 14:26","2025-07-29 14:30","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","211214249","Control remoto","Dispositivos sin nombre","2025-07-29 14:09","2025-07-29 14:23","14","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","211214249","Control remoto","Dispositivos sin nombre","2025-07-29 13:48","2025-07-29 14:06","19","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","211214249","Control remoto","Dispositivos sin nombre","2025-07-29 13:30","2025-07-29 13:47","18","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1748562700","Control remoto","Dispositivos sin nombre","2025-07-29 11:05","2025-07-29 12:06","62","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-07-29 11:04","2025-07-29 18:08","425","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-07-29 10:42","2025-07-29 11:04","22","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","406023581","Control remoto","Dispositivos sin nombre","2025-07-29 10:37","2025-07-29 10:38","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","406023581","Control remoto","Dispositivos sin nombre","2025-07-29 10:35","2025-07-29 10:36","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","211214249","Control remoto","Dispositivos sin nombre","2025-07-29 10:22","2025-07-29 13:27","186","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1039815623","Control remoto","Dispositivos sin nombre","2025-07-29 09:19","2025-07-29 10:15","57","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","406023581","Control remoto","Dispositivos sin nombre","2025-07-28 16:26","2025-07-28 17:29","63","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1039815623","Control remoto","Dispositivos sin nombre","2025-07-28 16:14","2025-07-28 16:32","19","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","411412815","Control remoto","Dispositivos sin nombre","2025-07-28 16:00","2025-07-28 17:36","97","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","485908794","Control remoto","Dispositivos sin nombre","2025-07-28 15:31","2025-07-28 16:13","43","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","339006689","Control remoto","Dispositivos sin nombre","2025-07-28 15:30","2025-07-28 15:47","18","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","339006689","Control remoto","Dispositivos sin nombre","2025-07-28 15:13","2025-07-28 15:29","17","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","339006689","Control remoto","Dispositivos sin nombre","2025-07-28 15:12","2025-07-28 15:13","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","339006689","Control remoto","Dispositivos sin nombre","2025-07-28 14:29","2025-07-28 15:07","38","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","406023581","Control remoto","Dispositivos sin nombre","2025-07-28 13:58","2025-07-28 14:14","17","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1509726584","Control remoto","Dispositivos sin nombre","2025-07-28 12:27","2025-07-28 13:58","91","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","411412815","Control remoto","Dispositivos sin nombre","2025-07-28 12:03","2025-07-28 15:58","236","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","586770615","Control remoto","Dispositivos sin nombre","2025-07-28 11:40","2025-07-28 18:01","382","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","586770615","Control remoto","Dispositivos sin nombre","2025-07-28 10:52","2025-07-28 11:37","45","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","406023581","Control remoto","Dispositivos sin nombre","2025-07-28 10:25","2025-07-28 10:26","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","513255709","Control remoto","Dispositivos sin nombre","2025-07-28 09:29","2025-07-28 13:07","218","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1421821031","Control remoto","Dispositivos sin nombre","2025-07-25 18:26","2025-07-25 19:04","39","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","306096940","Control remoto","Dispositivos sin nombre","2025-07-25 18:25","2025-07-25 19:13","49","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","306096940","Control remoto","Dispositivos sin nombre","2025-07-25 15:30","2025-07-25 18:13","163","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1421821031","Control remoto","Dispositivos sin nombre","2025-07-25 15:28","2025-07-25 18:21","173","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","339006689","Control remoto","Dispositivos sin nombre","2025-07-25 15:18","2025-07-25 15:38","21","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","513255709","Control remoto","Dispositivos sin nombre","2025-07-25 14:43","2025-07-25 17:01","139","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","450943868","Control remoto","Dispositivos sin nombre","2025-07-25 12:15","2025-07-25 12:31","16","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","450943868","Control remoto","Dispositivos sin nombre","2025-07-25 09:29","2025-07-25 09:36","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","884676854","Control remoto","Dispositivos sin nombre","2025-07-24 16:22","2025-07-24 17:48","86","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1333013789","Control remoto","Dispositivos sin nombre","2025-07-24 15:14","2025-07-24 15:24","11","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1421821031","Control remoto","Dispositivos sin nombre","2025-07-24 14:42","2025-07-24 20:46","364","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1421821031","Control remoto","Dispositivos sin nombre","2025-07-24 14:39","2025-07-24 14:42","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1347826534","Control remoto","Dispositivos sin nombre","2025-07-24 14:37","2025-07-24 14:44","7","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","411412815","Control remoto","Dispositivos sin nombre","2025-07-24 14:32","2025-07-24 16:22","110","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1080312951","Control remoto","Dispositivos sin nombre","2025-07-24 14:32","2025-07-24 19:34","302","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","406023581","Control remoto","Dispositivos sin nombre","2025-07-24 14:28","2025-07-24 14:28","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","469782337","Control remoto","Dispositivos sin nombre","2025-07-24 14:15","2025-07-24 18:06","231","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","471977598","Control remoto","Dispositivos sin nombre","2025-07-24 13:07","2025-07-24 13:49","42","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1748562700","Control remoto","Dispositivos sin nombre","2025-07-24 12:47","2025-07-24 13:51","65","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1748562700","Control remoto","Dispositivos sin nombre","2025-07-24 12:45","2025-07-24 14:08","84","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1676035789","Control remoto","Dispositivos sin nombre","2025-07-24 11:26","2025-07-24 13:10","105","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","471977598","Control remoto","Dispositivos sin nombre","2025-07-24 11:23","2025-07-24 13:05","103","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","471977598","Control remoto","Dispositivos sin nombre","2025-07-24 10:07","2025-07-24 11:20","74","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","482117385","Control remoto","Dispositivos sin nombre","2025-07-24 09:39","2025-07-24 11:56","137","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1080312951","Control remoto","Dispositivos sin nombre","2025-07-23 18:24","2025-07-23 18:58","34","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","292206229","Control remoto","Dispositivos sin nombre","2025-07-23 14:38","2025-07-23 14:42","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","292206229","Control remoto","Dispositivos sin nombre","2025-07-23 14:23","2025-07-23 14:42","20","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1460022397","Control remoto","Dispositivos sin nombre","2025-07-23 14:05","2025-07-23 14:10","6","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","292206229","Control remoto","Dispositivos sin nombre","2025-07-23 14:04","2025-07-23 14:16","13","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1460022397","Control remoto","Dispositivos sin nombre","2025-07-23 14:00","2025-07-23 14:03","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","469782337","Control remoto","Dispositivos sin nombre","2025-07-23 13:16","2025-07-23 13:19","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1509726584","Control remoto","Dispositivos sin nombre","2025-07-23 10:12","2025-07-23 11:23","71","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1695401765","Control remoto","Dispositivos sin nombre","2025-07-22 17:38","2025-07-22 17:55","18","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1352498403","Control remoto","Dispositivos sin nombre","2025-07-22 13:24","2025-07-22 13:40","16","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","751839657","Control remoto","Dispositivos sin nombre","2025-07-22 12:38","2025-07-22 12:40","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1049347880","Control remoto","Dispositivos sin nombre","2025-07-22 12:04","2025-07-22 13:28","84","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1617434932","Control remoto","Dispositivos sin nombre","2025-07-22 09:56","2025-07-22 11:49","113","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1669227891","Control remoto","Dispositivos sin nombre","2025-07-22 08:26","2025-07-22 12:26","240","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1049347880","Control remoto","Dispositivos sin nombre","2025-07-21 16:31","2025-07-21 18:13","103","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1617434932","Control remoto","Dispositivos sin nombre","2025-07-21 16:13","2025-07-21 17:10","58","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1669227891","Control remoto","Dispositivos sin nombre","2025-07-21 15:39","2025-07-21 17:11","93","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1617434932","Control remoto","Dispositivos sin nombre","2025-07-21 15:30","2025-07-21 16:11","42","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","382394530","Control remoto","Dispositivos sin nombre","2025-07-21 15:27","2025-07-21 16:34","67","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","292206229","Control remoto","Dispositivos sin nombre","2025-07-21 11:40","2025-07-21 12:18","38","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","457128915","Control remoto","Dispositivos sin nombre","2025-07-18 17:43","2025-07-18 18:42","60","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","451016601","Control remoto","Dispositivos sin nombre","2025-07-18 13:52","2025-07-18 14:27","35","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","242766215","Control remoto","Dispositivos sin nombre","2025-07-18 10:55","2025-07-18 11:03","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1053019340","Control remoto","Dispositivos sin nombre","2025-07-18 10:54","2025-07-18 11:02","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","581793242","Control remoto","Dispositivos sin nombre","2025-07-18 10:36","2025-07-18 11:59","83","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","581793242","Control remoto","Dispositivos sin nombre","2025-07-18 10:03","2025-07-18 10:35","32","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","581793242","Control remoto","Dispositivos sin nombre","2025-07-18 09:36","2025-07-18 10:21","45","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1081316827","Control remoto","Dispositivos sin nombre","2025-07-17 20:44","2025-07-17 21:12","28","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","292206229","Control remoto","Dispositivos sin nombre","2025-07-17 19:30","2025-07-17 19:32","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","292206229","Control remoto","Dispositivos sin nombre","2025-07-17 19:27","2025-07-17 19:29","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","292206229","Control remoto","Dispositivos sin nombre","2025-07-17 18:46","2025-07-17 19:27","42","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","447719082","Control remoto","Dispositivos sin nombre","2025-07-17 15:40","2025-07-17 18:16","156","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","447719082","Control remoto","Dispositivos sin nombre","2025-07-17 15:38","2025-07-17 15:40","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","447719082","Control remoto","Dispositivos sin nombre","2025-07-17 15:08","2025-07-17 15:37","30","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","447719082","Control remoto","Dispositivos sin nombre","2025-07-17 14:26","2025-07-17 15:02","36","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1731795803","Control remoto","Dispositivos sin nombre","2025-07-17 12:33","2025-07-17 12:36","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1587323117","Control remoto","Dispositivos sin nombre","2025-07-17 11:35","2025-07-17 11:39","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1587323117","Control remoto","Dispositivos sin nombre","2025-07-17 11:29","2025-07-17 11:33","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1364255680","Control remoto","Dispositivos sin nombre","2025-07-17 11:04","2025-07-17 11:54","50","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","450943868","Control remoto","Dispositivos sin nombre","2025-07-17 10:00","2025-07-17 10:26","26","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1150483692","Control remoto","Dispositivos sin nombre","2025-07-16 15:03","2025-07-16 15:11","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1150483692","Control remoto","Dispositivos sin nombre","2025-07-16 14:07","2025-07-16 14:42","36","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1150483692","Control remoto","Dispositivos sin nombre","2025-07-16 14:05","2025-07-16 14:06","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1282491350","Control remoto","Dispositivos sin nombre","2025-07-16 13:54","2025-07-16 13:55","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1282491350","Control remoto","Dispositivos sin nombre","2025-07-16 13:45","2025-07-16 13:45","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1282491350","Control remoto","Dispositivos sin nombre","2025-07-16 13:28","2025-07-16 13:28","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1150483692","Control remoto","Dispositivos sin nombre","2025-07-16 13:19","2025-07-16 13:39","21","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1150483692","Control remoto","Dispositivos sin nombre","2025-07-16 12:51","2025-07-16 13:16","26","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","451016601","Control remoto","Dispositivos sin nombre","2025-07-16 12:05","2025-07-16 12:22","18","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","450943868","Control remoto","Dispositivos sin nombre","2025-07-16 10:32","2025-07-16 10:44","13","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1140316017","Control remoto","Dispositivos sin nombre","2025-07-15 17:02","2025-07-15 17:53","51","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1273160630","Control remoto","Dispositivos sin nombre","2025-07-15 16:37","2025-07-15 16:54","17","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","821259190","Control remoto","Dispositivos sin nombre","2025-07-15 13:00","2025-07-15 13:18","18","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","821259190","Control remoto","Dispositivos sin nombre","2025-07-15 11:23","2025-07-15 12:59","96","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","821259190","Control remoto","Dispositivos sin nombre","2025-07-15 11:22","2025-07-15 11:22","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","821259190","Control remoto","Dispositivos sin nombre","2025-07-15 11:00","2025-07-15 11:21","22","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1273160630","Control remoto","Dispositivos sin nombre","2025-07-14 17:49","2025-07-14 18:11","23","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1136458048","Control remoto","Dispositivos sin nombre","2025-07-14 13:39","2025-07-14 14:59","81","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","820798910","Control remoto","Dispositivos sin nombre","2025-07-14 11:59","2025-07-14 12:36","38","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1143266447","Control remoto","Dispositivos sin nombre","2025-07-14 11:33","2025-07-14 11:58","26","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","820798910","Control remoto","Dispositivos sin nombre","2025-07-14 11:27","2025-07-14 11:58","32","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-07-14 11:01","2025-07-14 11:15","14","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-07-14 10:59","2025-07-14 10:59","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","820798910","Control remoto","Dispositivos sin nombre","2025-07-14 10:38","2025-07-14 11:09","32","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-07-14 10:22","2025-07-14 11:00","39","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1136458048","Control remoto","Dispositivos sin nombre","2025-07-12 12:40","2025-07-12 12:46","7","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1136458048","Control remoto","Dispositivos sin nombre","2025-07-12 11:56","2025-07-12 11:59","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1136458048","Control remoto","Dispositivos sin nombre","2025-07-12 11:42","2025-07-12 11:50","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","292695925","Control remoto","Dispositivos sin nombre","2025-07-11 16:31","2025-07-11 17:38","67","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","292695925","Control remoto","Dispositivos sin nombre","2025-07-11 16:06","2025-07-11 16:23","18","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","292695925","Control remoto","Dispositivos sin nombre","2025-07-11 15:51","2025-07-11 16:00","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","292695925","Control remoto","Dispositivos sin nombre","2025-07-11 15:49","2025-07-11 15:51","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1689705597","Control remoto","Dispositivos sin nombre","2025-07-11 13:17","2025-07-11 13:40","23","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1080312951","Control remoto","Dispositivos sin nombre","2025-07-11 13:04","2025-07-11 16:23","200","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1117050866","Control remoto","Dispositivos sin nombre","2025-07-11 12:52","2025-07-11 13:18","26","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1117050866","Control remoto","Dispositivos sin nombre","2025-07-11 12:47","2025-07-11 12:55","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","302956194","Control remoto","Dispositivos sin nombre","2025-07-11 12:41","2025-07-11 14:37","116","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1689705597","Control remoto","Dispositivos sin nombre","2025-07-11 12:39","2025-07-11 13:17","38","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","348096615","Control remoto","Dispositivos sin nombre","2025-07-11 12:21","2025-07-11 13:18","57","None","0,00","Factura",""
